ask,fair,edge,mx,gap,rr,sw,pt,sl,hz,calls,acc,worst,nonempty,f1_calls,f1_acc,f2_calls,f2_acc,f3_calls,f3_acc,f4_calls,f4_acc,four_blocks
0.55,0.65,0.2,10,15,0,0,0.1,0.08,3,9,0.7777777777777778,0.0,4,2,1.0,2,0.5,4,1.0,1,0.0,1
0.55,0.7,0.08,6,0,0,0,0.1,0.08,3,9,0.7777777777777778,0.0,4,2,1.0,1,0.0,4,1.0,2,0.5,1
0.55,0.7,0.08,8,0,0,0,0.1,0.08,3,9,0.7777777777777778,0.0,4,2,1.0,1,0.0,4,1.0,2,0.5,1
0.55,0.7,0.12,6,0,0,0,0.1,0.08,3,9,0.7777777777777778,0.0,4,2,1.0,1,0.0,4,1.0,2,0.5,1
0.55,0.7,0.12,8,0,0,0,0.1,0.08,3,9,0.7777777777777778,0.0,4,2,1.0,1,0.0,4,1.0,2,0.5,1
0.55,0.7,0.16,6,0,0,0,0.1,0.08,3,9,0.7777777777777778,0.0,4,2,1.0,1,0.0,4,1.0,2,0.5,1
0.55,0.7,0.16,8,0,0,0,0.1,0.08,3,9,0.7777777777777778,0.0,4,2,1.0,1,0.0,4,1.0,2,0.5,1
0.55,0.7,0.2,6,0,0,0,0.1,0.08,3,9,0.7777777777777778,0.0,4,2,1.0,1,0.0,4,1.0,2,0.5,1
0.55,0.7,0.2,8,0,0,0,0.1,0.08,3,9,0.7777777777777778,0.0,4,2,1.0,1,0.0,4,1.0,2,0.5,1
0.6,0.7,0.2,6,15,0,0,0.08,0.05,2,9,0.7777777777777778,0.0,4,3,1.0,1,0.0,4,0.75,1,1.0,1
0.6,0.7,0.2,6,15,0,0,0.08,0.08,3,9,0.7777777777777778,0.0,4,3,1.0,1,0.0,4,0.75,1,1.0,1
0.6,0.75,0.08,12,25,0,0,0.08,0.08,3,9,0.7777777777777778,0.0,4,2,1.0,4,0.75,2,1.0,1,0.0,1
0.6,0.75,0.12,12,25,0,0,0.08,0.08,3,9,0.7777777777777778,0.0,4,2,1.0,4,0.75,2,1.0,1,0.0,1
0.6,0.75,0.16,12,25,0,0,0.08,0.08,3,9,0.7777777777777778,0.0,4,2,1.0,4,0.75,2,1.0,1,0.0,1
0.6,0.65,0.2,6,15,0,1,0.1,0.08,3,9,0.7777777777777778,0.0,4,2,1.0,2,1.0,4,0.75,1,0.0,1
0.6,0.7,0.16,6,15,0,1,0.1,0.08,3,9,0.7777777777777778,0.0,4,2,1.0,2,1.0,4,0.75,1,0.0,1
0.6,0.7,0.2,8,15,0,0,0.1,0.08,3,9,0.7777777777777778,0.0,4,3,1.0,1,0.0,4,1.0,1,0.0,1
0.6,0.7,0.2,10,15,0,0,0.1,0.08,3,9,0.7777777777777778,0.0,4,3,1.0,1,0.0,4,1.0,1,0.0,1
0.6,0.75,0.08,12,25,0,0,0.1,0.08,3,9,0.7777777777777778,0.0,4,2,1.0,4,0.75,2,1.0,1,0.0,1
0.6,0.75,0.12,12,25,0,0,0.1,0.08,3,9,0.7777777777777778,0.0,4,2,1.0,4,0.75,2,1.0,1,0.0,1
0.6,0.75,0.16,12,25,0,0,0.1,0.08,3,9,0.7777777777777778,0.0,4,2,1.0,4,0.75,2,1.0,1,0.0,1
0.6,0.75,0.08,12,15,0,0,0.1,0.08,3,12,0.75,0.0,4,3,1.0,4,0.75,3,1.0,2,0.0,1
0.6,0.75,0.12,12,15,0,0,0.1,0.08,3,12,0.75,0.0,4,3,1.0,4,0.75,3,1.0,2,0.0,1
0.6,0.75,0.16,12,15,0,0,0.1,0.08,3,12,0.75,0.0,4,3,1.0,4,0.75,3,1.0,2,0.0,1
0.5,0.65,0.08,12,15,0,0,0.1,0.08,3,8,0.75,0.0,4,1,1.0,2,1.0,3,1.0,2,0.0,1
0.5,0.65,0.12,12,15,0,0,0.1,0.08,3,8,0.75,0.0,4,1,1.0,2,1.0,3,1.0,2,0.0,1
0.5,0.65,0.16,12,15,0,0,0.1,0.08,3,8,0.75,0.0,4,1,1.0,2,1.0,3,1.0,2,0.0,1
0.5,0.65,0.2,12,15,0,0,0.1,0.08,3,8,0.75,0.0,4,1,1.0,2,1.0,3,1.0,2,0.0,1
0.5,0.7,0.08,12,15,0,0,0.1,0.08,3,8,0.75,0.0,4,1,1.0,2,1.0,3,1.0,2,0.0,1
0.5,0.7,0.12,12,15,0,0,0.1,0.08,3,8,0.75,0.0,4,1,1.0,2,1.0,3,1.0,2,0.0,1
0.5,0.7,0.16,12,15,0,0,0.1,0.08,3,8,0.75,0.0,4,1,1.0,2,1.0,3,1.0,2,0.0,1
0.5,0.7,0.2,12,15,0,0,0.1,0.08,3,8,0.75,0.0,4,1,1.0,2,1.0,3,1.0,2,0.0,1
0.55,0.7,0.08,6,15,0,0,0.1,0.08,3,8,0.75,0.0,4,2,1.0,1,0.0,4,1.0,1,0.0,1
0.55,0.7,0.08,8,15,0,0,0.1,0.08,3,8,0.75,0.0,4,2,1.0,1,0.0,4,1.0,1,0.0,1
0.55,0.7,0.08,10,15,0,0,0.1,0.08,3,8,0.75,0.0,4,2,1.0,1,0.0,4,1.0,1,0.0,1
0.55,0.7,0.12,6,15,0,0,0.1,0.08,3,8,0.75,0.0,4,2,1.0,1,0.0,4,1.0,1,0.0,1
0.55,0.7,0.12,8,15,0,0,0.1,0.08,3,8,0.75,0.0,4,2,1.0,1,0.0,4,1.0,1,0.0,1
0.55,0.7,0.12,10,15,0,0,0.1,0.08,3,8,0.75,0.0,4,2,1.0,1,0.0,4,1.0,1,0.0,1
0.55,0.7,0.16,6,15,0,0,0.1,0.08,3,8,0.75,0.0,4,2,1.0,1,0.0,4,1.0,1,0.0,1
0.55,0.7,0.16,8,15,0,0,0.1,0.08,3,8,0.75,0.0,4,2,1.0,1,0.0,4,1.0,1,0.0,1
0.55,0.7,0.16,10,15,0,0,0.1,0.08,3,8,0.75,0.0,4,2,1.0,1,0.0,4,1.0,1,0.0,1
0.55,0.7,0.2,6,15,0,0,0.1,0.08,3,8,0.75,0.0,4,2,1.0,1,0.0,4,1.0,1,0.0,1
0.55,0.7,0.2,8,15,0,0,0.1,0.08,3,8,0.75,0.0,4,2,1.0,1,0.0,4,1.0,1,0.0,1
0.55,0.7,0.2,10,15,0,0,0.1,0.08,3,8,0.75,0.0,4,2,1.0,1,0.0,4,1.0,1,0.0,1
0.6,0.75,0.2,6,0,0,0,0.08,0.05,2,8,0.75,0.0,4,2,1.0,1,0.0,3,0.6666666666666666,2,1.0,1
0.6,0.75,0.2,6,0,0,0,0.08,0.08,3,8,0.75,0.0,4,2,1.0,1,0.0,3,0.6666666666666666,2,1.0,1
0.6,0.75,0.2,12,25,0,0,0.08,0.08,3,8,0.75,0.0,4,2,1.0,3,0.6666666666666666,2,1.0,1,0.0,1
0.6,0.7,0.2,6,15,0,1,0.1,0.08,3,8,0.75,0.0,4,2,1.0,1,1.0,4,0.75,1,0.0,1
0.6,0.75,0.08,8,15,0,0,0.1,0.08,3,8,0.75,0.0,4,2,1.0,2,0.5,3,1.0,1,0.0,1
0.6,0.75,0.08,10,15,0,1,0.1,0.08,3,8,0.75,0.0,4,1,1.0,3,0.6666666666666666,3,1.0,1,0.0,1
0.6,0.75,0.12,8,15,0,0,0.1,0.08,3,8,0.75,0.0,4,2,1.0,2,0.5,3,1.0,1,0.0,1
0.6,0.75,0.12,10,15,0,1,0.1,0.08,3,8,0.75,0.0,4,1,1.0,3,0.6666666666666666,3,1.0,1,0.0,1
0.6,0.75,0.16,8,15,0,0,0.1,0.08,3,8,0.75,0.0,4,2,1.0,2,0.5,3,1.0,1,0.0,1
0.6,0.75,0.16,10,15,0,1,0.1,0.08,3,8,0.75,0.0,4,1,1.0,3,0.6666666666666666,3,1.0,1,0.0,1
0.6,0.75,0.2,8,0,0,0,0.1,0.08,3,8,0.75,0.0,4,2,1.0,1,0.0,3,1.0,2,0.5,1
0.6,0.75,0.2,10,0,0,0,0.1,0.08,3,8,0.75,0.0,4,2,1.0,1,0.0,3,1.0,2,0.5,1
0.6,0.75,0.2,12,25,0,0,0.1,0.08,3,8,0.75,0.0,4,2,1.0,3,0.6666666666666666,2,1.0,1,0.0,1
0.6,0.65,0.16,12,15,0,0,0.1,0.08,3,15,0.7333333333333333,0.0,4,4,1.0,4,0.75,4,1.0,3,0.0,1
0.6,0.7,0.08,12,15,0,0,0.1,0.08,3,15,0.7333333333333333,0.0,4,4,1.0,4,0.75,4,1.0,3,0.0,1
0.6,0.7,0.12,12,15,0,0,0.1,0.08,3,15,0.7333333333333333,0.0,4,4,1.0,4,0.75,4,1.0,3,0.0,1
0.6,0.7,0.16,12,15,0,0,0.1,0.08,3,15,0.7333333333333333,0.0,4,4,1.0,4,0.75,4,1.0,3,0.0,1
0.6,0.65,0.08,6,15,0,0,0.1,0.08,3,11,0.7272727272727273,0.0,4,3,1.0,3,0.6666666666666666,4,0.75,1,0.0,1
0.6,0.65,0.12,6,15,0,0,0.1,0.08,3,11,0.7272727272727273,0.0,4,3,1.0,3,0.6666666666666666,4,0.75,1,0.0,1
0.6,0.65,0.16,6,15,0,0,0.1,0.08,3,11,0.7272727272727273,0.0,4,3,1.0,3,0.6666666666666666,4,0.75,1,0.0,1
0.6,0.7,0.08,6,15,0,0,0.1,0.08,3,11,0.7272727272727273,0.0,4,3,1.0,3,0.6666666666666666,4,0.75,1,0.0,1
0.6,0.7,0.12,6,15,0,0,0.1,0.08,3,11,0.7272727272727273,0.0,4,3,1.0,3,0.6666666666666666,4,0.75,1,0.0,1
0.6,0.7,0.2,10,0,0,0,0.1,0.08,3,11,0.7272727272727273,0.0,4,3,1.0,1,0.0,4,1.0,3,0.3333333333333333,1
0.6,0.75,0.2,12,15,0,0,0.1,0.08,3,11,0.7272727272727273,0.0,4,3,1.0,3,0.6666666666666666,3,1.0,2,0.0,1
0.6,0.65,0.2,12,15,0,0,0.1,0.08,3,14,0.7142857142857143,0.0,4,4,1.0,3,0.6666666666666666,4,1.0,3,0.0,1
0.6,0.7,0.2,12,15,0,0,0.1,0.08,3,14,0.7142857142857143,0.0,4,4,1.0,3,0.6666666666666666,4,1.0,3,0.0,1
0.55,0.7,0.08,10,0,0,0,0.1,0.08,3,10,0.7,0.0,4,2,1.0,1,0.0,4,1.0,3,0.3333333333333333,1
0.55,0.7,0.12,10,0,0,0,0.1,0.08,3,10,0.7,0.0,4,2,1.0,1,0.0,4,1.0,3,0.3333333333333333,1
0.55,0.7,0.16,10,0,0,0,0.1,0.08,3,10,0.7,0.0,4,2,1.0,1,0.0,4,1.0,3,0.3333333333333333,1
0.55,0.7,0.2,10,0,0,0,0.1,0.08,3,10,0.7,0.0,4,2,1.0,1,0.0,4,1.0,3,0.3333333333333333,1
0.6,0.65,0.2,6,15,0,0,0.1,0.08,3,10,0.7,0.0,4,3,1.0,2,0.5,4,0.75,1,0.0,1
0.6,0.7,0.16,6,15,0,0,0.1,0.08,3,10,0.7,0.0,4,3,1.0,2,0.5,4,0.75,1,0.0,1
0.6,0.7,0.2,6,0,0,0,0.1,0.08,3,10,0.7,0.0,4,3,1.0,1,0.0,4,0.75,2,0.5,1
0.55,0.65,0.16,12,15,0,0,0.1,0.08,3,13,0.6923076923076923,0.0,4,3,1.0,3,0.6666666666666666,4,1.0,3,0.0,1
0.55,0.65,0.2,12,15,0,0,0.1,0.08,3,13,0.6923076923076923,0.0,4,3,1.0,3,0.6666666666666666,4,1.0,3,0.0,1
0.55,0.7,0.08,12,15,0,0,0.1,0.08,3,13,0.6923076923076923,0.0,4,3,1.0,3,0.6666666666666666,4,1.0,3,0.0,1
0.55,0.7,0.12,12,15,0,0,0.1,0.08,3,13,0.6923076923076923,0.0,4,3,1.0,3,0.6666666666666666,4,1.0,3,0.0,1
0.55,0.7,0.16,12,15,0,0,0.1,0.08,3,13,0.6923076923076923,0.0,4,3,1.0,3,0.6666666666666666,4,1.0,3,0.0,1
0.55,0.7,0.2,12,15,0,0,0.1,0.08,3,13,0.6923076923076923,0.0,4,3,1.0,3,0.6666666666666666,4,1.0,3,0.0,1
0.6,0.65,0.08,12,15,0,0,0.1,0.08,3,15,0.6666666666666666,0.0,4,4,0.75,4,0.75,4,1.0,3,0.0,1
0.6,0.65,0.12,12,15,0,0,0.1,0.08,3,15,0.6666666666666666,0.0,4,4,0.75,4,0.75,4,1.0,3,0.0,1
0.55,0.75,0.08,12,15,0,0,0.1,0.08,3,9,0.6666666666666666,0.0,4,1,1.0,3,0.6666666666666666,3,1.0,2,0.0,1
0.55,0.75,0.12,12,15,0,0,0.1,0.08,3,9,0.6666666666666666,0.0,4,1,1.0,3,0.6666666666666666,3,1.0,2,0.0,1
0.55,0.75,0.16,12,15,0,0,0.1,0.08,3,9,0.6666666666666666,0.0,4,1,1.0,3,0.6666666666666666,3,1.0,2,0.0,1
0.55,0.75,0.2,12,15,0,0,0.1,0.08,3,9,0.6666666666666666,0.0,4,1,1.0,3,0.6666666666666666,3,1.0,2,0.0,1
0.6,0.75,0.08,12,25,0,0,0.08,0.05,2,9,0.6666666666666666,0.0,4,2,0.5,4,0.75,2,1.0,1,0.0,1
0.6,0.75,0.12,12,25,0,0,0.08,0.05,2,9,0.6666666666666666,0.0,4,2,0.5,4,0.75,2,1.0,1,0.0,1
0.6,0.75,0.16,12,25,0,0,0.08,0.05,2,9,0.6666666666666666,0.0,4,2,0.5,4,0.75,2,1.0,1,0.0,1
0.6,0.7,0.2,6,15,0,0,0.1,0.08,3,9,0.6666666666666666,0.0,4,3,1.0,1,0.0,4,0.75,1,0.0,1
0.6,0.75,0.08,10,15,0,0,0.1,0.08,3,9,0.6666666666666666,0.0,4,2,1.0,3,0.3333333333333333,3,1.0,1,0.0,1
0.6,0.75,0.12,10,15,0,0,0.1,0.08,3,9,0.6666666666666666,0.0,4,2,1.0,3,0.3333333333333333,3,1.0,1,0.0,1
0.6,0.75,0.16,10,15,0,0,0.1,0.08,3,9,0.6666666666666666,0.0,4,2,1.0,3,0.3333333333333333,3,1.0,1,0.0,1
0.6,0.75,0.2,12,25,0,0,0.08,0.05,2,8,0.625,0.0,4,2,0.5,3,0.6666666666666666,2,1.0,1,0.0,1
0.6,0.75,0.08,6,15,0,0,0.1,0.08,3,8,0.625,0.0,4,2,1.0,2,0.5,3,0.6666666666666666,1,0.0,1
0.6,0.75,0.12,6,15,0,0,0.1,0.08,3,8,0.625,0.0,4,2,1.0,2,0.5,3,0.6666666666666666,1,0.0,1
0.6,0.75,0.16,6,15,0,0,0.1,0.08,3,8,0.625,0.0,4,2,1.0,2,0.5,3,0.6666666666666666,1,0.0,1
0.6,0.75,0.2,6,0,0,0,0.1,0.08,3,8,0.625,0.0,4,2,1.0,1,0.0,3,0.6666666666666666,2,0.5,1
0.55,0.65,0.08,12,15,0,0,0.1,0.08,3,13,0.6153846153846154,0.0,4,3,0.6666666666666666,3,0.6666666666666666,4,1.0,3,0.0,1
0.55,0.65,0.12,12,15,0,0,0.1,0.08,3,13,0.6153846153846154,0.0,4,3,0.6666666666666666,3,0.6666666666666666,4,1.0,3,0.0,1
0.55,0.75,0.08,12,0,0,1,0.08,0.05,2,8,1.0,1.0,3,0,,3,1.0,3,1.0,2,1.0,0
0.55,0.75,0.12,12,0,0,1,0.08,0.05,2,8,1.0,1.0,3,0,,3,1.0,3,1.0,2,1.0,0
0.55,0.75,0.16,12,0,0,1,0.08,0.05,2,8,1.0,1.0,3,0,,3,1.0,3,1.0,2,1.0,0
0.55,0.75,0.2,12,0,0,1,0.08,0.05,2,8,1.0,1.0,3,0,,3,1.0,3,1.0,2,1.0,0
0.55,0.75,0.08,12,0,0,1,0.08,0.08,3,8,1.0,1.0,3,0,,3,1.0,3,1.0,2,1.0,0
0.55,0.75,0.12,12,0,0,1,0.08,0.08,3,8,1.0,1.0,3,0,,3,1.0,3,1.0,2,1.0,0
0.55,0.75,0.16,12,0,0,1,0.08,0.08,3,8,1.0,1.0,3,0,,3,1.0,3,1.0,2,1.0,0
0.55,0.75,0.2,12,0,0,1,0.08,0.08,3,8,1.0,1.0,3,0,,3,1.0,3,1.0,2,1.0,0
0.5,0.65,0.08,8,0,0,0,0.08,0.05,2,8,0.875,0.6666666666666666,3,0,,2,1.0,3,1.0,3,0.6666666666666666,0
0.5,0.65,0.08,8,0,0,1,0.08,0.05,2,8,0.875,0.6666666666666666,3,0,,2,1.0,3,1.0,3,0.6666666666666666,0
0.5,0.65,0.12,8,0,0,0,0.08,0.05,2,8,0.875,0.6666666666666666,3,0,,2,1.0,3,1.0,3,0.6666666666666666,0
0.5,0.65,0.12,8,0,0,1,0.08,0.05,2,8,0.875,0.6666666666666666,3,0,,2,1.0,3,1.0,3,0.6666666666666666,0
0.5,0.65,0.16,8,0,0,0,0.08,0.05,2,8,0.875,0.6666666666666666,3,0,,2,1.0,3,1.0,3,0.6666666666666666,0
0.5,0.65,0.16,8,0,0,1,0.08,0.05,2,8,0.875,0.6666666666666666,3,0,,2,1.0,3,1.0,3,0.6666666666666666,0
0.5,0.65,0.2,8,0,0,0,0.08,0.05,2,8,0.875,0.6666666666666666,3,0,,2,1.0,3,1.0,3,0.6666666666666666,0
0.5,0.65,0.2,8,0,0,1,0.08,0.05,2,8,0.875,0.6666666666666666,3,0,,2,1.0,3,1.0,3,0.6666666666666666,0
0.5,0.65,0.08,8,0,0,0,0.08,0.08,3,8,0.875,0.6666666666666666,3,0,,2,1.0,3,1.0,3,0.6666666666666666,0
0.5,0.65,0.08,8,0,0,1,0.08,0.08,3,8,0.875,0.6666666666666666,3,0,,2,1.0,3,1.0,3,0.6666666666666666,0
0.5,0.65,0.12,8,0,0,0,0.08,0.08,3,8,0.875,0.6666666666666666,3,0,,2,1.0,3,1.0,3,0.6666666666666666,0
0.5,0.65,0.12,8,0,0,1,0.08,0.08,3,8,0.875,0.6666666666666666,3,0,,2,1.0,3,1.0,3,0.6666666666666666,0
0.5,0.65,0.16,8,0,0,0,0.08,0.08,3,8,0.875,0.6666666666666666,3,0,,2,1.0,3,1.0,3,0.6666666666666666,0
0.5,0.65,0.16,8,0,0,1,0.08,0.08,3,8,0.875,0.6666666666666666,3,0,,2,1.0,3,1.0,3,0.6666666666666666,0
0.5,0.65,0.2,8,0,0,0,0.08,0.08,3,8,0.875,0.6666666666666666,3,0,,2,1.0,3,1.0,3,0.6666666666666666,0
0.5,0.65,0.2,8,0,0,1,0.08,0.08,3,8,0.875,0.6666666666666666,3,0,,2,1.0,3,1.0,3,0.6666666666666666,0
0.55,0.75,0.08,12,0,0,1,0.1,0.08,3,8,0.875,0.5,3,0,,3,1.0,3,1.0,2,0.5,0
0.55,0.75,0.12,12,0,0,1,0.1,0.08,3,8,0.875,0.5,3,0,,3,1.0,3,1.0,2,0.5,0
0.55,0.75,0.16,12,0,0,1,0.1,0.08,3,8,0.875,0.5,3,0,,3,1.0,3,1.0,2,0.5,0
0.55,0.75,0.2,12,0,0,1,0.1,0.08,3,8,0.875,0.5,3,0,,3,1.0,3,1.0,2,0.5,0
0.5,0.65,0.08,10,0,0,0,0.08,0.05,2,9,0.7777777777777778,0.5,3,0,,2,1.0,3,1.0,4,0.5,0
0.5,0.65,0.08,10,0,0,1,0.08,0.05,2,9,0.7777777777777778,0.5,3,0,,2,1.0,3,1.0,4,0.5,0
0.5,0.65,0.12,10,0,0,0,0.08,0.05,2,9,0.7777777777777778,0.5,3,0,,2,1.0,3,1.0,4,0.5,0
0.5,0.65,0.12,10,0,0,1,0.08,0.05,2,9,0.7777777777777778,0.5,3,0,,2,1.0,3,1.0,4,0.5,0
0.5,0.65,0.16,10,0,0,0,0.08,0.05,2,9,0.7777777777777778,0.5,3,0,,2,1.0,3,1.0,4,0.5,0
0.5,0.65,0.16,10,0,0,1,0.08,0.05,2,9,0.7777777777777778,0.5,3,0,,2,1.0,3,1.0,4,0.5,0
0.5,0.65,0.2,10,0,0,0,0.08,0.05,2,9,0.7777777777777778,0.5,3,0,,2,1.0,3,1.0,4,0.5,0
0.5,0.65,0.2,10,0,0,1,0.08,0.05,2,9,0.7777777777777778,0.5,3,0,,2,1.0,3,1.0,4,0.5,0
0.5,0.65,0.08,10,0,0,0,0.08,0.08,3,9,0.7777777777777778,0.5,3,0,,2,1.0,3,1.0,4,0.5,0
0.5,0.65,0.08,10,0,0,1,0.08,0.08,3,9,0.7777777777777778,0.5,3,0,,2,1.0,3,1.0,4,0.5,0
0.5,0.65,0.12,10,0,0,0,0.08,0.08,3,9,0.7777777777777778,0.5,3,0,,2,1.0,3,1.0,4,0.5,0
0.5,0.65,0.12,10,0,0,1,0.08,0.08,3,9,0.7777777777777778,0.5,3,0,,2,1.0,3,1.0,4,0.5,0
0.5,0.65,0.16,10,0,0,0,0.08,0.08,3,9,0.7777777777777778,0.5,3,0,,2,1.0,3,1.0,4,0.5,0
0.5,0.65,0.16,10,0,0,1,0.08,0.08,3,9,0.7777777777777778,0.5,3,0,,2,1.0,3,1.0,4,0.5,0
0.5,0.65,0.2,10,0,0,0,0.08,0.08,3,9,0.7777777777777778,0.5,3,0,,2,1.0,3,1.0,4,0.5,0
0.5,0.65,0.2,10,0,0,1,0.08,0.08,3,9,0.7777777777777778,0.5,3,0,,2,1.0,3,1.0,4,0.5,0
0.5,0.65,0.08,8,0,0,0,0.1,0.08,3,8,0.75,0.3333333333333333,3,0,,2,1.0,3,1.0,3,0.3333333333333333,0
0.5,0.65,0.08,8,0,0,1,0.1,0.08,3,8,0.75,0.3333333333333333,3,0,,2,1.0,3,1.0,3,0.3333333333333333,0
0.5,0.65,0.12,8,0,0,0,0.1,0.08,3,8,0.75,0.3333333333333333,3,0,,2,1.0,3,1.0,3,0.3333333333333333,0
0.5,0.65,0.12,8,0,0,1,0.1,0.08,3,8,0.75,0.3333333333333333,3,0,,2,1.0,3,1.0,3,0.3333333333333333,0
0.5,0.65,0.16,8,0,0,0,0.1,0.08,3,8,0.75,0.3333333333333333,3,0,,2,1.0,3,1.0,3,0.3333333333333333,0
0.5,0.65,0.16,8,0,0,1,0.1,0.08,3,8,0.75,0.3333333333333333,3,0,,2,1.0,3,1.0,3,0.3333333333333333,0
0.5,0.65,0.2,8,0,0,0,0.1,0.08,3,8,0.75,0.3333333333333333,3,0,,2,1.0,3,1.0,3,0.3333333333333333,0
0.5,0.65,0.2,8,0,0,1,0.1,0.08,3,8,0.75,0.3333333333333333,3,0,,2,1.0,3,1.0,3,0.3333333333333333,0
0.5,0.65,0.08,10,0,0,0,0.1,0.08,3,9,0.6666666666666666,0.25,3,0,,2,1.0,3,1.0,4,0.25,0
0.5,0.65,0.08,10,0,0,1,0.1,0.08,3,9,0.6666666666666666,0.25,3,0,,2,1.0,3,1.0,4,0.25,0
0.5,0.65,0.12,10,0,0,0,0.1,0.08,3,9,0.6666666666666666,0.25,3,0,,2,1.0,3,1.0,4,0.25,0
0.5,0.65,0.12,10,0,0,1,0.1,0.08,3,9,0.6666666666666666,0.25,3,0,,2,1.0,3,1.0,4,0.25,0
0.5,0.65,0.16,10,0,0,0,0.1,0.08,3,9,0.6666666666666666,0.25,3,0,,2,1.0,3,1.0,4,0.25,0
0.5,0.65,0.16,10,0,0,1,0.1,0.08,3,9,0.6666666666666666,0.25,3,0,,2,1.0,3,1.0,4,0.25,0
0.5,0.65,0.2,10,0,0,0,0.1,0.08,3,9,0.6666666666666666,0.25,3,0,,2,1.0,3,1.0,4,0.25,0
0.5,0.65,0.2,10,0,0,1,0.1,0.08,3,9,0.6666666666666666,0.25,3,0,,2,1.0,3,1.0,4,0.25,0
